id_expose,url,title,address,region,contact_person,telephone,mobile,fax,price_purchase,estimated_monthly_rate,rooms,living_area_m2,furnishing,flat_type,floor,floor_total,bedrooms,commission_buyer_rate,maintenance_cost,construction_year,object_state,heating_type,energy_efficiency_class,location
,https://www.immobilienscout24.de/expose/119428151#/,Maisonette der extra Klasse!,,"90513 Zirndorf, Fürth (Kreis)",,['0911 68937918'],[],[], 348.000 € ,, 3 , 120 m² ,"['Balkon/ Terrasse', 'Keller']",,2,0,,4.64%,,1928,, Zentralheizung ,,"Dieses einzigartige Objekt befindet sich in zentraler Lage in Zirndorf. Die historische Altstadt ist nur ein paar Schritte entfernt. Alle Einkaufsmöglichkeiten und Schulsysteme sind fußläufig erreichbar. 
Zirndorf ist in das Tarifgebiet des Verkehrsverbundes Großraum Nürnberg integriert und mit zahlreichen Omnibuslinien gut erschlossen. Die Stadtbuslinien 70 und 72 der VAG stellen eine direkte Verbindung zum U-Bahnhof Gustav-Adolf-Straße in Nürnberg her. Nach Fürth gelangt man neben der Rangaubahn mit den OVF-Omnibuslinien 111 und 112."
,https://www.immobilienscout24.de/expose/116207588#/,KfW-55: Sehr großzügige Stadtwohnung in bester Altstadtlage Zirndorf," Schulstrasse 16,","90513 Zirndorf, Fürth (Kreis)",,['0911 98205421'],['01516 5135353'],[], 732.400 € ,, 4 , 151 m² ,"['Gäste-WC', 'Keller', 'Provisionsfrei']", Maisonette ,0,0, 3 ,Nein,,, Erstbezug , Fußbodenheizung ,,"Zentral in der Altstadt von Zirndorf gelegen mit Anschluss an jeglichen öffentlichen Nahverkehr sowie alle städtischen Einrichtungen und Versorgung.

Perfekte, sehr ruhige Lage in einer verkehrsberuhigten Straße. 3 Minuten Fußweg zum Bahnhof Zirndorf.

Für Familien findet sich die gesamte notwendige Infrastruktur sogar in Laufweite.

Zirndorf entwickelte sich in den letzten Jahren zu einem absoluten Geheimtip, der mit einer hohen Lebensqualität und perfekten Anbindung an das Städtedreieck Nürnberg/Fürth/Erlangen punktet. Sie haben das komplette Schulsystem vor Ort verfügbar und tolle Grünflächen in der Stadt. Hier lebt es sich einfach gut......"
,https://www.immobilienscout24.de/expose/121153605#/,,,,,['09161 3095'],['0172 7987078'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120975500#/,"Stilvolle, modernisierte 2-Zimmer-Wohnung mit Balkon und EBK in Oberasbach"," Nürnberger Straße 13,","90522 Oberasbach, Fürth (Kreis)",,[],[],[], 200.000 € ,, 2 , 55 m² ,"['Balkon/ Terrasse', 'Einbauküche', 'Keller', 'Vermietet', 'Provisionsfrei']", Etagenwohnung ,3,4,,Nein,,1965, Modernisiert , Zentralheizung ,,
,https://www.immobilienscout24.de/expose/120802655#/,,,,,['0176 83070383'],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120782157#/,,,,,['0175 6308717'],['0175 6308717'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120709363#/,,,,,['0911 2364156'],['0176 22694735'],['0911 21444998'],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/120265398#/,MODERN und viel Plaz für eigene Ideen," Gutenbergstr. 42,","90513 Zirndorf, Fürth (Kreis)",,['0911 2556217'],[],[], 331.410 € ,, 2 , 64 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Garten/ -mitbenutzung', 'Gäste-WC', 'Keller', 'Stufenloser Zugang', 'Provisionsfrei']",,4,4, 1 ,Nein,,, Neuwertig ,,,"Stadt, Land, Fluss = ZIRNDORF

Wer auf idyllisches „Land leben“ und auf das Treiben der Großstadt nicht
verzichten will, ist in der Metropolregion gut aufgehoben. Denn Fürth liegt nördlich in direkter Nachbarschaft und am Nürnberg Hauptbahnhof ist man schon in
ca. 20 Minuten. Egal ob man mal den Flair der Großstadt schnuppern möchte oder die tägliche Arbeitsstätte in den angrenzenden Städten liegt, die Entfernung in
die Zentren von Zirndorf aus ist keineswegs weiter als von manchen Stadtteilen Nürnbergs und Fürths selbst

Die Kreisstadt Zirndorf liegt im mittelfränkischen Landkreis Fürth im Biberttal. So mannigfaltig wie hier, finden wir die Natur so schnell nicht wieder. Ob Sie durch
den Wald wandern wollen oder an der Rednitz, der Bibert oder am Kanal eine Radtour planen, die Möglichkeit hierzu haben Sie – direkt vor Ihrer Haustür."
,https://www.immobilienscout24.de/expose/120265269#/,,,,,['0911 2556217'],[],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/119193477#/,,,,,['0175 6308717'],['0175 6308717'],[],,,,,[],,0,0,,,,,,,,
,https://www.immobilienscout24.de/expose/118808351#/,3-Zimmer Wohnung in Veitsbronn mit Blick ins Grüne,,"90587 Veitsbronn, Fürth (Kreis)",,[],['0171 3131660'],[], 185.000 € ,, 3 , 68 m² ,[], Dachgeschoss ,0,0,,"4,64% des Kaufpreises inkl. MwSt.",,1970,, Öl-Heizung ,,"Veitsbronn ist eine kleine Gemeinde mit knapp 6.500 Einwohnern im mittelfränkischen Landkreis Fürth. Besonders geschätzt werden die kurzen Wege zu Geschäften, Schulen, Kindergärten und Ärzten. Das Veitsbad, das Sportzentrum, die Volkshochschule, der Jugendtreff, Spielplätze und zahlreiche Vereine bieten unterschiedliche Freizeitaktivitäten an. 
Zu den benachbarten Großstädten (Erlangen, Nürnberg) gibt es gute Zugverbindungen. 
Die Autobahnen (A3, A73 und A6) sind schnell erreichbar. "
,https://www.immobilienscout24.de/expose/118685873#/,* 2 Zimmer Wohnung in ökologischer mediterraner Anlage in Cadolzburg *,,"90556 Cadolzburg, Fürth (Kreis)",Herr Frank Himmelseher,[],['0176 66833174'],['09180 180136'], 148.000 € ,, 2 , 55 m² ,"['Keller', 'Vermietet']", Erdgeschosswohnung ,0,0, 1 ,"4,76% vom Kaufpreis (inkl. MwSt.)", 129 € ,1992, Modernisiert , Zentralheizung ,,"Alle öffentlichen Einrichtungen sowie öffentliche Verkehrsmittel sind auch zu Fuß bequem erreichbar.
"
,https://www.immobilienscout24.de/expose/118036072#/,"Ruhig, genussvoll und mitten in der Natur leben in traumhafter Dachgeschosswohnung in Zirndorf!",,"90513 Zirndorf, Fürth (Kreis)", Büro Nürnberg,['0911 9990480'],[],['0911 99904820'], 225.000 € ,," 2,5 ", 64 m² ,"['Balkon/ Terrasse', 'Einbauküche', 'Keller']", Dachgeschoss ,2,2, 1 ,"4,76 % inkl. ges. MwSt.", 306 € ,1982, Gepflegt , Gas-Heizung , G ,"Die Wohneinheit befindet sich im Westen von Zirndorf und liegt am Waldrand. 
Die Lage ist für Familien, Sportliebhaber und älteren Personen perfekt geeignet, da sie sehr ruhig ist und bietet zudem wunderbare Erholungsmöglichkeiten.
 
Verkehr: Über die Süd/West-Tangente gibt es eine ideale Verkehrsanbindung nach Nürnberg, Fürth und Erlangen. Mit den öffentlichen Verkehrsmitteln kann man auch schnell das gewünschte Ziel erreichen."
,https://www.immobilienscout24.de/expose/118014143#/,Exklusiv und Einmalig! 3-Zimmer Wohnung mit großer Loggia!,,"91452 Wilhermsdorf, Fürth (Kreis)",Frau Anita Suffa,['09161 3095'],['0172 7987078'],[], 317.000 € ,, 3 , 81 m² ,"['Personenaufzug', 'Balkon/ Terrasse', 'Gäste-WC', 'Stufenloser Zugang', 'Provisionsfrei']",,0,0,,Nein,,,,,,
